total_numeric,sexo_fct,nacionalidad_fct,grupo_quinquenal_de_edad_fct,periodo_fct,raza
936,Hombres,De Asia,De 60 a 64 años,1 de enero de 2006,Ent
918,Hombres,De Asia,De 60 a 64 años,1 de julio de 2005,Ent
869,Hombres,De Asia,De 60 a 64 años,1 de enero de 2005,Elfo
812,Hombres,De Asia,De 60 a 64 años,1 de julio de 2004,Ent
745,Hombres,De Asia,De 60 a 64 años,1 de enero de 2004,Ent
708,Hombres,De Asia,De 60 a 64 años,1 de julio de 2003,Orco
661,Hombres,De Asia,De 60 a 64 años,1 de enero de 2003,Ent
606,Hombres,De Asia,De 60 a 64 años,1 de julio de 2002,Enano
556,Hombres,De Asia,De 60 a 64 años,1 de enero de 2002,Humano
4742,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2021,Ent
4532,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2020,Humano
4314,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2020,Hobbit
4119,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2019,Elfo
3984,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2019,Elfo
3763,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2018,Ent
3503,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2018,Ent
3300,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2017,Humano
3089,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2017,Ent
2899,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2016,Elfo
2698,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2016,Ent
2515,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2015,Ent
2356,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2015,Hobbit
2201,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2014,Enano
2106,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2014,Orco
2028,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2013,Elfo
1903,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2013,Ent
1879,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2012,Troll
1824,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2012,Humano
1756,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2011,Ent
1690,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2011,Elfo
1613,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2010,Enano
1524,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2010,Elfo
1439,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2009,Ent
1348,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2009,Humano
1272,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2008,Ent
1159,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2008,Elfo
1089,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2007,Ent
997,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2007,Ent
977,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2006,Ent
938,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2006,Humano
906,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2005,Ent
849,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2005,Humano
793,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2004,Elfo
748,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2004,Humano
717,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2003,Elfo
671,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2003,Elfo
620,Mujeres,De Asia,De 60 a 64 años,1 de julio de 2002,Orco
570,Mujeres,De Asia,De 60 a 64 años,1 de enero de 2002,Ent
2919,Hombres,De Asia,De 65 a 69 años,1 de enero de 2021,Elfo
2761,Hombres,De Asia,De 65 a 69 años,1 de julio de 2020,Ent
2574,Hombres,De Asia,De 65 a 69 años,1 de enero de 2020,Humano
2414,Hombres,De Asia,De 65 a 69 años,1 de julio de 2019,Hobbit
2250,Hombres,De Asia,De 65 a 69 años,1 de enero de 2019,Elfo
2107,Hombres,De Asia,De 65 a 69 años,1 de julio de 2018,Enano
1975,Hombres,De Asia,De 65 a 69 años,1 de enero de 2018,Humano
1843,Hombres,De Asia,De 65 a 69 años,1 de julio de 2017,Ent
1716,Hombres,De Asia,De 65 a 69 años,1 de enero de 2017,Humano
1622,Hombres,De Asia,De 65 a 69 años,1 de julio de 2016,Humano
1538,Hombres,De Asia,De 65 a 69 años,1 de enero de 2016,Elfo
1449,Hombres,De Asia,De 65 a 69 años,1 de julio de 2015,Orco
1367,Hombres,De Asia,De 65 a 69 años,1 de enero de 2015,Ent
1271,Hombres,De Asia,De 65 a 69 años,1 de julio de 2014,Ent
1212,Hombres,De Asia,De 65 a 69 años,1 de enero de 2014,Elfo
1175,Hombres,De Asia,De 65 a 69 años,1 de julio de 2013,Hobbit
1150,Hombres,De Asia,De 65 a 69 años,1 de enero de 2013,Ent
1128,Hombres,De Asia,De 65 a 69 años,1 de julio de 2012,Ent
1085,Hombres,De Asia,De 65 a 69 años,1 de enero de 2012,Elfo
1035,Hombres,De Asia,De 65 a 69 años,1 de julio de 2011,Elfo
964,Hombres,De Asia,De 65 a 69 años,1 de enero de 2011,Ent
950,Hombres,De Asia,De 65 a 69 años,1 de julio de 2010,Orco
947,Hombres,De Asia,De 65 a 69 años,1 de enero de 2010,Troll
901,Hombres,De Asia,De 65 a 69 años,1 de julio de 2009,Humano
861,Hombres,De Asia,De 65 a 69 años,1 de enero de 2009,Enano
849,Hombres,De Asia,De 65 a 69 años,1 de julio de 2008,Ent
800,Hombres,De Asia,De 65 a 69 años,1 de enero de 2008,Orco
785,Hombres,De Asia,De 65 a 69 años,1 de julio de 2007,Hobbit
757,Hombres,De Asia,De 65 a 69 años,1 de enero de 2007,Ent
745,Hombres,De Asia,De 65 a 69 años,1 de julio de 2006,Humano
713,Hombres,De Asia,De 65 a 69 años,1 de enero de 2006,Hobbit
684,Hombres,De Asia,De 65 a 69 años,1 de julio de 2005,Humano
649,Hombres,De Asia,De 65 a 69 años,1 de enero de 2005,Hobbit
613,Hombres,De Asia,De 65 a 69 años,1 de julio de 2004,Elfo
573,Hombres,De Asia,De 65 a 69 años,1 de enero de 2004,Humano
536,Hombres,De Asia,De 65 a 69 años,1 de julio de 2003,Hobbit
498,Hombres,De Asia,De 65 a 69 años,1 de enero de 2003,Ent
446,Hombres,De Asia,De 65 a 69 años,1 de julio de 2002,Enano
420,Hombres,De Asia,De 65 a 69 años,1 de enero de 2002,Enano
2922,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2021,Enano
2792,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2020,Humano
2652,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2020,Orco
2506,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2019,Ent
2310,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2019,Enano
2173,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2018,Ent
2033,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2018,Ent
1892,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2017,Troll
1792,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2017,Troll
1709,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2016,Ent
1651,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2016,Orco
1575,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2015,Ent
1470,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2015,Ent
1355,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2014,Ent
1292,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2014,Ent
1228,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2013,Ent
1216,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2013,Orco
1156,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2012,Ent
1146,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2012,Humano
1072,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2011,Ent
1033,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2011,Humano
1027,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2010,Humano
1026,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2010,Ent
997,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2009,Troll
969,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2009,Ent
962,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2008,Enano
965,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2008,Elfo
937,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2007,Ent
912,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2007,Troll
883,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2006,Ent
844,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2006,Ent
795,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2005,Elfo
745,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2005,Enano
708,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2004,Humano
658,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2004,Troll
612,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2003,Ent
546,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2003,Ent
513,Mujeres,De Asia,De 65 a 69 años,1 de julio de 2002,Ent
482,Mujeres,De Asia,De 65 a 69 años,1 de enero de 2002,Ent
1605,Hombres,De Asia,De 70 a 74 años,1 de enero de 2021,Orco
1506,Hombres,De Asia,De 70 a 74 años,1 de julio de 2020,Elfo
1392,Hombres,De Asia,De 70 a 74 años,1 de enero de 2020,Humano
1299,Hombres,De Asia,De 70 a 74 años,1 de julio de 2019,Ent
1201,Hombres,De Asia,De 70 a 74 años,1 de enero de 2019,Ent
1136,Hombres,De Asia,De 70 a 74 años,1 de julio de 2018,Orco
1056,Hombres,De Asia,De 70 a 74 años,1 de enero de 2018,Orco
968,Hombres,De Asia,De 70 a 74 años,1 de julio de 2017,Ent
908,Hombres,De Asia,De 70 a 74 años,1 de enero de 2017,Elfo
854,Hombres,De Asia,De 70 a 74 años,1 de julio de 2016,Hobbit
803,Hombres,De Asia,De 70 a 74 años,1 de enero de 2016,Humano
778,Hombres,De Asia,De 70 a 74 años,1 de julio de 2015,Humano
751,Hombres,De Asia,De 70 a 74 años,1 de enero de 2015,Ent
736,Hombres,De Asia,De 70 a 74 años,1 de julio de 2014,Ent
719,Hombres,De Asia,De 70 a 74 años,1 de enero de 2014,Ent
724,Hombres,De Asia,De 70 a 74 años,1 de julio de 2013,Ent
723,Hombres,De Asia,De 70 a 74 años,1 de enero de 2013,Ent
700,Hombres,De Asia,De 70 a 74 años,1 de julio de 2012,Humano
714,Hombres,De Asia,De 70 a 74 años,1 de enero de 2012,Enano
696,Hombres,De Asia,De 70 a 74 años,1 de julio de 2011,Humano
685,Hombres,De Asia,De 70 a 74 años,1 de enero de 2011,Ent
664,Hombres,De Asia,De 70 a 74 años,1 de julio de 2010,Humano
657,Hombres,De Asia,De 70 a 74 años,1 de enero de 2010,Elfo
654,Hombres,De Asia,De 70 a 74 años,1 de julio de 2009,Hobbit
642,Hombres,De Asia,De 70 a 74 años,1 de enero de 2009,Orco
617,Hombres,De Asia,De 70 a 74 años,1 de julio de 2008,Humano
596,Hombres,De Asia,De 70 a 74 años,1 de enero de 2008,Orco
585,Hombres,De Asia,De 70 a 74 años,1 de julio de 2007,Humano
581,Hombres,De Asia,De 70 a 74 años,1 de enero de 2007,Elfo
550,Hombres,De Asia,De 70 a 74 años,1 de julio de 2006,Ent
531,Hombres,De Asia,De 70 a 74 años,1 de enero de 2006,Ent
501,Hombres,De Asia,De 70 a 74 años,1 de julio de 2005,Ent
476,Hombres,De Asia,De 70 a 74 años,1 de enero de 2005,Hobbit
448,Hombres,De Asia,De 70 a 74 años,1 de julio de 2004,Elfo
423,Hombres,De Asia,De 70 a 74 años,1 de enero de 2004,Hobbit
395,Hombres,De Asia,De 70 a 74 años,1 de julio de 2003,Ent
359,Hombres,De Asia,De 70 a 74 años,1 de enero de 2003,Humano
316,Hombres,De Asia,De 70 a 74 años,1 de julio de 2002,Orco
279,Hombres,De Asia,De 70 a 74 años,1 de enero de 2002,Orco
1731,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2021,Ent
1613,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2020,Ent
1534,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2020,Troll
1407,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2019,Orco
1284,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2019,Ent
1218,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2018,Humano
1146,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2018,Orco
1078,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2017,Ent
1042,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2017,Ent
997,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2016,Ent
953,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2016,Ent
925,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2015,Humano
905,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2015,Humano
889,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2014,Ent
877,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2014,Hobbit
870,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2013,Ent
870,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2013,Ent
850,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2012,Ent
837,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2012,Ent
823,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2011,Elfo
813,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2011,Elfo
805,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2010,Ent
790,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2010,Ent
777,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2009,Elfo
758,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2009,Ent
726,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2008,Elfo
689,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2008,Elfo
659,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2007,Ent
616,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2007,Ent
591,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2006,Humano
580,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2006,Humano
564,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2005,Ent
534,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2005,Hobbit
497,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2004,Ent
460,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2004,Hobbit
439,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2003,Ent
420,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2003,Elfo
371,Mujeres,De Asia,De 70 a 74 años,1 de julio de 2002,Humano
334,Mujeres,De Asia,De 70 a 74 años,1 de enero de 2002,Enano
704,Hombres,De Asia,De 75 a 79 años,1 de enero de 2021,Ent
657,Hombres,De Asia,De 75 a 79 años,1 de julio de 2020,Hobbit
633,Hombres,De Asia,De 75 a 79 años,1 de enero de 2020,Hobbit
616,Hombres,De Asia,De 75 a 79 años,1 de julio de 2019,Ent
586,Hombres,De Asia,De 75 a 79 años,1 de enero de 2019,Orco
579,Hombres,De Asia,De 75 a 79 años,1 de julio de 2018,Ent
552,Hombres,De Asia,De 75 a 79 años,1 de enero de 2018,Ent
518,Hombres,De Asia,De 75 a 79 años,1 de julio de 2017,Enano
498,Hombres,De Asia,De 75 a 79 años,1 de enero de 2017,Ent
497,Hombres,De Asia,De 75 a 79 años,1 de julio de 2016,Ent
493,Hombres,De Asia,De 75 a 79 años,1 de enero de 2016,Hobbit
484,Hombres,De Asia,De 75 a 79 años,1 de julio de 2015,Orco
464,Hombres,De Asia,De 75 a 79 años,1 de enero de 2015,Ent
469,Hombres,De Asia,De 75 a 79 años,1 de julio de 2014,Ent
470,Hombres,De Asia,De 75 a 79 años,1 de enero de 2014,Orco
452,Hombres,De Asia,De 75 a 79 años,1 de julio de 2013,Ent
448,Hombres,De Asia,De 75 a 79 años,1 de enero de 2013,Ent
464,Hombres,De Asia,De 75 a 79 años,1 de julio de 2012,Humano
469,Hombres,De Asia,De 75 a 79 años,1 de enero de 2012,Humano
450,Hombres,De Asia,De 75 a 79 años,1 de julio de 2011,Enano
431,Hombres,De Asia,De 75 a 79 años,1 de enero de 2011,Elfo
428,Hombres,De Asia,De 75 a 79 años,1 de julio de 2010,Hobbit
422,Hombres,De Asia,De 75 a 79 años,1 de enero de 2010,Ent
391,Hombres,De Asia,De 75 a 79 años,1 de julio de 2009,Elfo
371,Hombres,De Asia,De 75 a 79 años,1 de enero de 2009,Orco
349,Hombres,De Asia,De 75 a 79 años,1 de julio de 2008,Ent
329,Hombres,De Asia,De 75 a 79 años,1 de enero de 2008,Ent
314,Hombres,De Asia,De 75 a 79 años,1 de julio de 2007,Hobbit
299,Hombres,De Asia,De 75 a 79 años,1 de enero de 2007,Ent
286,Hombres,De Asia,De 75 a 79 años,1 de julio de 2006,Humano
270,Hombres,De Asia,De 75 a 79 años,1 de enero de 2006,Ent
258,Hombres,De Asia,De 75 a 79 años,1 de julio de 2005,Orco
251,Hombres,De Asia,De 75 a 79 años,1 de enero de 2005,Humano
239,Hombres,De Asia,De 75 a 79 años,1 de julio de 2004,Ent
226,Hombres,De Asia,De 75 a 79 años,1 de enero de 2004,Troll
210,Hombres,De Asia,De 75 a 79 años,1 de julio de 2003,Ent
189,Hombres,De Asia,De 75 a 79 años,1 de enero de 2003,Ent
172,Hombres,De Asia,De 75 a 79 años,1 de julio de 2002,Ent
159,Hombres,De Asia,De 75 a 79 años,1 de enero de 2002,Elfo
824,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2021,Orco
798,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2020,Humano
764,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2020,Hobbit
732,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2019,Hobbit
695,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2019,Humano
708,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2018,Ent
691,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2018,Orco
661,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2017,Ent
647,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2017,Humano
647,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2016,Ent
631,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2016,Ent
622,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2015,Humano
594,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2015,Orco
591,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2014,Hobbit
600,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2014,Ent
600,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2013,Orco
572,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2013,Ent
533,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2012,Ent
527,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2012,Humano
490,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2011,Elfo
475,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2011,Humano
456,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2010,Ent
436,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2010,Orco
425,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2009,Humano
410,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2009,Enano
397,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2008,Hobbit
383,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2008,Ent
364,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2007,Ent
345,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2007,Humano
342,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2006,Enano
328,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2006,Humano
311,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2005,Ent
296,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2005,Humano
284,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2004,Orco
264,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2004,Elfo
243,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2003,Orco
216,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2003,Humano
196,Mujeres,De Asia,De 75 a 79 años,1 de julio de 2002,Ent
180,Mujeres,De Asia,De 75 a 79 años,1 de enero de 2002,Hobbit
337,Hombres,De Asia,De 80 a 84 años,1 de enero de 2021,Ent
319,Hombres,De Asia,De 80 a 84 años,1 de julio de 2020,Ent
301,Hombres,De Asia,De 80 a 84 años,1 de enero de 2020,Humano
295,Hombres,De Asia,De 80 a 84 años,1 de julio de 2019,Elfo
289,Hombres,De Asia,De 80 a 84 años,1 de enero de 2019,Ent
307,Hombres,De Asia,De 80 a 84 años,1 de julio de 2018,Humano
299,Hombres,De Asia,De 80 a 84 años,1 de enero de 2018,Ent
297,Hombres,De Asia,De 80 a 84 años,1 de julio de 2017,Humano
305,Hombres,De Asia,De 80 a 84 años,1 de enero de 2017,Ent
290,Hombres,De Asia,De 80 a 84 años,1 de julio de 2016,Ent
269,Hombres,De Asia,De 80 a 84 años,1 de enero de 2016,Hobbit
282,Hombres,De Asia,De 80 a 84 años,1 de julio de 2015,Ent
265,Hombres,De Asia,De 80 a 84 años,1 de enero de 2015,Ent
250,Hombres,De Asia,De 80 a 84 años,1 de julio de 2014,Humano
245,Hombres,De Asia,De 80 a 84 años,1 de enero de 2014,Hobbit
236,Hombres,De Asia,De 80 a 84 años,1 de julio de 2013,Elfo
213,Hombres,De Asia,De 80 a 84 años,1 de enero de 2013,Ent
216,Hombres,De Asia,De 80 a 84 años,1 de julio de 2012,Humano
196,Hombres,De Asia,De 80 a 84 años,1 de enero de 2012,Elfo
189,Hombres,De Asia,De 80 a 84 años,1 de julio de 2011,Ent
178,Hombres,De Asia,De 80 a 84 años,1 de enero de 2011,Hobbit
178,Hombres,De Asia,De 80 a 84 años,1 de julio de 2010,Humano
175,Hombres,De Asia,De 80 a 84 años,1 de enero de 2010,Troll
180,Hombres,De Asia,De 80 a 84 años,1 de julio de 2009,Elfo
176,Hombres,De Asia,De 80 a 84 años,1 de enero de 2009,Ent
164,Hombres,De Asia,De 80 a 84 años,1 de julio de 2008,Ent
149,Hombres,De Asia,De 80 a 84 años,1 de enero de 2008,Ent
153,Hombres,De Asia,De 80 a 84 años,1 de julio de 2007,Humano
156,Hombres,De Asia,De 80 a 84 años,1 de enero de 2007,Humano
152,Hombres,De Asia,De 80 a 84 años,1 de julio de 2006,Enano
145,Hombres,De Asia,De 80 a 84 años,1 de enero de 2006,Humano
135,Hombres,De Asia,De 80 a 84 años,1 de julio de 2005,Ent
131,Hombres,De Asia,De 80 a 84 años,1 de enero de 2005,Ent
122,Hombres,De Asia,De 80 a 84 años,1 de julio de 2004,Ent
108,Hombres,De Asia,De 80 a 84 años,1 de enero de 2004,Humano
103,Hombres,De Asia,De 80 a 84 años,1 de julio de 2003,Enano
99,Hombres,De Asia,De 80 a 84 años,1 de enero de 2003,Ent
90,Hombres,De Asia,De 80 a 84 años,1 de julio de 2002,Orco
77,Hombres,De Asia,De 80 a 84 años,1 de enero de 2002,Orco
430,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2021,Orco
413,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2020,Humano
398,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2020,Ent
415,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2019,Orco
418,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2019,Humano
423,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2018,Orco
411,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2018,Orco
394,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2017,Humano
383,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2017,Ent
352,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2016,Humano
329,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2016,Ent
317,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2015,Hobbit
300,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2015,Elfo
295,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2014,Orco
286,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2014,Troll
290,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2013,Humano
278,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2013,Humano
276,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2012,Elfo
260,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2012,Hobbit
254,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2011,Ent
253,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2011,Elfo
245,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2010,Elfo
241,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2010,Hobbit
235,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2009,Hobbit
227,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2009,Elfo
219,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2008,Humano
202,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2008,Hobbit
197,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2007,Ent
194,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2007,Ent
182,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2006,Ent
177,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2006,Ent
169,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2005,Ent
155,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2005,Orco
140,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2004,Hobbit
128,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2004,Humano
130,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2003,Hobbit
123,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2003,Ent
119,Mujeres,De Asia,De 80 a 84 años,1 de julio de 2002,Elfo
115,Mujeres,De Asia,De 80 a 84 años,1 de enero de 2002,Ent
130,Hombres,De Asia,De 85 a 89 años,1 de enero de 2021,Ent
132,Hombres,De Asia,De 85 a 89 años,1 de julio de 2020,Orco
132,Hombres,De Asia,De 85 a 89 años,1 de enero de 2020,Hobbit
134,Hombres,De Asia,De 85 a 89 años,1 de julio de 2019,Ent
132,Hombres,De Asia,De 85 a 89 años,1 de enero de 2019,Ent
138,Hombres,De Asia,De 85 a 89 años,1 de julio de 2018,Ent
125,Hombres,De Asia,De 85 a 89 años,1 de enero de 2018,Hobbit
121,Hombres,De Asia,De 85 a 89 años,1 de julio de 2017,Hobbit
119,Hombres,De Asia,De 85 a 89 años,1 de enero de 2017,Ent
121,Hombres,De Asia,De 85 a 89 años,1 de julio de 2016,Humano
108,Hombres,De Asia,De 85 a 89 años,1 de enero de 2016,Humano
97,Hombres,De Asia,De 85 a 89 años,1 de julio de 2015,Ent
93,Hombres,De Asia,De 85 a 89 años,1 de enero de 2015,Ent
94,Hombres,De Asia,De 85 a 89 años,1 de julio de 2014,Humano
98,Hombres,De Asia,De 85 a 89 años,1 de enero de 2014,Ent
99,Hombres,De Asia,De 85 a 89 años,1 de julio de 2013,Elfo
